Season,Age,Pitches,Batted Balls,Barrels,Barrel %,Barrel/PA,Exit Velocity,Max EV,Launch Angle,Sweet Spot %,XBA,XSLG,WOBA,XWOBA,XWOBACON,HardHit%,K%,BB%,ERA,xERA
2018,25,66,12,1,8.3,6.3,90.0,110.2,16.5,41.7,.336,.564,.471,.386,.514,41.7,25.0,0.0,13.50,6.73
2019,26,2681,472,32,6.8,5.0,87.5,115.3,20.0,37.3,.236,.417,.295,.302,.344,30.7,19.0,6.0,3.60,4.00
2020,27,745,123,10,8.1,5.7,88.2,117.0,17.0,21.1,.191,.378,.304,.270,.323,37.4,23.9,4.0,4.53,3.04
2021,28,2328,426,43,10.1,7.3,87.9,115.9,20.3,37.1,.242,.441,.294,.310,.380,37.8,22.7,4.4,3.62,4.06
