Season,Age,Pitches,Batted Balls,Barrels,Barrel %,Barrel/PA,Exit Velocity,Max EV,Launch Angle,Sweet Spot %,XBA,XSLG,WOBA,XWOBA,XWOBACON,HardHit%,K%,BB%,ERA,xERA
2016,25,271,53,1,1.9,1.4,83.9,102.8,5.5,22.6,.165,.214,.228,.200,.199,17.0,16.9,8.5,0.49,1.68
2017,26,709,144,7,4.9,3.7,85.8,109.3,8.6,29.2,.257,.395,.328,.319,.338,29.2,15.3,6.8,3.71,4.39
2018,27,382,74,4,5.4,4.0,88.3,116.0,11.1,32.4,.298,.458,.401,.367,.380,38.4,13.1,12.1,5.59,5.96
