Season,Age,Pitches,Batted Balls,Barrels,Barrel %,Barrel/PA,Exit Velocity,Max EV,Launch Angle,Sweet Spot %,XBA,XSLG,WOBA,XWOBA,XWOBACON,HardHit%,K%,BB%,ERA,xERA
2015,25,33,5,2,40.0,25.0,94.1,104.9,15.9,60.0,.307,.927,.602,.532,.714,40.0,25.0,12.5,10.80,15.95
2016,26,33,3,0,0.0,0.0,77.4,96.2,-10.8,0.0,.060,.060,.086,.133,.125,33.3,50.0,12.5,0.00,0.81
2017,27,234,29,1,3.4,1.9,84.3,103.1,17.0,34.5,.189,.283,.233,.259,.332,17.2,34.0,11.3,2.51,2.83
2018,28,1034,161,8,5.0,3.1,86.9,111.9,13.3,39.8,.231,.352,.286,.293,.356,31.7,27.0,8.2,3.43,3.60
2019,29,351,59,6,10.2,6.5,89.7,110.8,17.1,47.5,.247,.509,.337,.360,.427,35.6,23.7,11.8,4.99,5.93
2020,30,299,46,4,8.7,5.3,85.5,110.1,15.4,39.1,.221,.400,.286,.335,.373,32.6,23.7,14.5,2.94,4.83
