Season,Tm,LG,BF,W,L,ERA,G,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
2010,CLE,AL,301,6,4,4.56,12,12,0,73.0,72,38,37,10,19,43,1.25
2011,CLE,AL,662,12,7,4.25,26,26,0,165.1,157,80,78,24,21,89,1.08
2012,CLE,AL,452,5,8,6.36,21,16,0,103.1,126,74,73,18,25,56,1.46
2013,CLE,AL,9,0,0,0.00,1,0,0,2.0,2,0,0,0,0,0,1.00
2014,CLE,AL,446,6,9,4.76,25,16,0,104.0,120,66,55,18,14,94,1.29
2015,CLE,AL,251,7,2,3.02,10,10,0,65.2,47,22,22,13,8,57,0.84
2016,CLE,AL,725,13,9,4.40,30,29,0,174.0,187,97,85,36,20,118,1.19
2017,CLE,AL,585,10,9,4.98,26,26,0,141.0,166,80,78,23,14,109,1.28
2018,CLE,AL,321,2,5,6.14,32,9,0,70.1,92,52,48,25,12,46,1.48
2019,ATL,NL,320,2,1,3.74,51,1,2,79.1,82,35,33,14,7,51,1.12
2020,ATL,NL,163,2,2,4.76,17,5,0,39.2,40,22,21,6,8,36,1.21
