Season,Tm,LG,BF,W,L,ERA,G,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
2007,WSH,NL,4,0,0,0.00,1,0,0,1.0,0,0,0,0,0,1,0.00
2009,WSH,NL,341,1,6,5.00,15,14,0,75.2,87,43,42,3,33,43,1.59
2010,WSH,NL,135,1,3,4.25,8,5,0,29.2,34,22,14,5,14,17,1.62
2011,WSH,NL,277,4,5,3.00,15,10,0,66.0,63,26,22,7,20,41,1.26
2012,WSH,NL,686,10,8,3.40,33,27,0,164.1,149,75,62,15,52,105,1.22
2013,WSH,NL,316,2,7,4.04,13,13,0,71.1,92,37,32,5,14,39,1.49
2014,WSH,NL,274,2,3,4.00,47,0,1,63.0,68,34,28,5,21,39,1.41
2015,TEX,AL,208,0,5,7.12,17,7,0,43.0,62,37,34,9,20,28,1.91
2015,ATL,NL,80,1,0,7.63,24,0,0,15.1,20,14,13,1,16,13,2.35
2015,2 Teams,,288,1,5,7.25,41,7,0,58.1,82,51,47,10,36,41,2.02
2016,CLE,AL,21,0,0,5.79,7,0,0,4.2,3,3,3,1,4,3,1.50
2016,OAK,AL,199,2,4,6.14,9,7,0,44.0,56,31,30,4,15,23,1.61
2016,2 Teams,,220,2,4,6.10,16,7,0,48.2,59,34,33,5,19,26,1.60
2018,SEA,AL,23,0,1,4.50,1,0,0,6.0,8,3,3,1,2,2,1.67
2019,CWS,AL,315,3,5,6.59,18,12,0,69.2,86,54,51,20,27,46,1.62
2020,CWS,AL,81,1,1,3.20,16,0,0,19.2,19,8,7,2,5,15,1.22
2021,MIA,NL,200,2,1,4.96,46,5,0,45.1,41,26,25,8,15,56,1.24
2021,SD,NL,29,1,0,2.57,7,0,0,7.0,3,2,2,2,5,6,1.14
2021,2 Teams,,229,3,1,4.64,53,5,0,52.1,44,28,27,10,20,62,1.22
