Season,Tm,LG,BF,W,L,ERA,G,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
2006,NYM,NL,7,0,0,0.00,2,0,0,2.0,0,0,0,0,1,2,0.50
2007,NYM,NL,32,0,0,7.71,3,1,0,7.0,9,6,6,1,2,2,1.57
2008,MIN,AL,50,0,0,4.63,5,0,0,11.2,11,6,6,4,5,6,1.37
2009,MIN,AL,50,0,0,8.00,8,0,0,9.0,17,8,8,1,9,9,2.89
2010,KC,AL,94,2,1,4.15,8,1,0,21.2,22,10,10,1,7,16,1.34
2011,CWS,AL,676,9,9,3.75,28,26,0,163.0,151,71,68,14,41,116,1.18
2012,CWS,AL,462,5,5,6.44,26,16,0,102.0,113,74,73,23,44,85,1.54
