Season,Tm,LG,BF,W,L,ERA,G,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
2013,AZ,NL,95,1,0,4.03,21,0,0,22.1,18,10,10,3,13,24,1.39
2014,NYY,AL,13,0,0,9.00,3,0,0,2.0,3,3,2,0,3,4,3.00
2015,BAL,AL,177,4,2,4.14,36,0,0,41.1,44,19,19,4,17,38,1.48
2016,BAL,AL,44,1,0,3.72,9,0,0,9.2,8,4,4,2,7,11,1.55
2016,ATL,NL,80,1,0,3.60,21,0,0,20.0,14,8,8,0,7,26,1.05
2016,2 Teams,,124,2,0,3.64,30,0,0,29.2,22,12,12,2,14,37,1.21
2017,ATL,NL,13,0,0,9.00,3,0,0,2.0,3,4,2,0,2,1,2.50
2017,TB,AL,31,0,0,1.04,9,0,0,8.2,4,1,1,1,3,12,0.81
2017,2 Teams,,44,0,0,2.53,12,0,0,10.2,7,5,3,1,5,13,1.13
2018,TB,AL,203,1,3,3.58,61,0,1,50.1,35,21,20,6,16,53,1.01
2019,TB,AL,229,1,3,4.06,71,0,1,51.0,49,27,23,3,31,65,1.57
2020,TB,AL,39,2,0,2.89,10,0,1,9.1,10,4,3,0,3,9,1.39
