Season,Tm,LG,BF,W,L,ERA,G,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
2003,COL,NL,242,4,1,3.70,75,0,1,58.1,58,25,24,5,12,40,1.20
2004,COL,NL,187,1,2,7.52,64,0,0,40.2,45,34,34,1,26,20,1.75
2005,COL,NL,13,0,0,22.50,3,0,0,2.0,7,5,5,0,0,1,3.50
2005,AZ,NL,74,1,1,9.42,29,0,2,14.1,19,15,15,2,11,11,2.09
2005,2 Teams,,87,1,1,11.02,32,0,2,16.1,26,20,20,2,11,12,2.27
2006,BOS,AL,69,1,0,2.70,27,0,1,16.2,13,10,5,1,10,11,1.38
2007,BOS,AL,174,2,1,3.10,61,0,0,40.2,36,16,14,2,18,26,1.33
2008,BOS,AL,247,2,0,2.43,70,0,0,59.1,53,18,16,4,27,38,1.35
2009,BOS,AL,64,0,2,9.26,14,0,0,11.2,20,13,12,1,9,5,2.49
2010,PIT,NL,166,2,2,2.79,50,0,0,38.2,39,14,12,2,18,22,1.47
2010,SF,NL,69,2,0,1.42,27,0,0,19.0,11,3,3,0,2,16,0.68
2010,2 Teams,,235,4,2,2.34,77,0,0,57.2,50,17,15,2,20,38,1.21
2011,SF,NL,222,5,2,2.72,70,0,1,53.0,42,16,16,0,26,40,1.28
2012,SF,NL,153,3,0,2.50,70,0,7,36.0,37,13,10,1,14,28,1.42
2013,SF,NL,161,4,2,1.83,69,0,1,39.1,30,10,8,1,12,37,1.07
2014,SF,NL,167,1,1,3.11,65,0,0,37.2,31,14,13,2,19,22,1.33
2015,SF,NL,147,1,0,1.60,77,0,0,39.1,19,8,7,1,16,26,0.89
