Season,Tm,LG,BF,W,L,ERA,G,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
1999,OAK,AL,580,11,2,3.23,21,21,0,136.1,121,56,49,8,62,132,1.34
2000,OAK,AL,847,20,6,4.14,32,32,0,202.1,169,100,93,24,82,169,1.24
2001,OAK,AL,980,18,9,3.37,35,35,0,235.0,216,100,88,20,71,181,1.22
2002,OAK,AL,983,15,9,2.98,34,34,0,238.1,237,87,79,19,62,152,1.25
2003,OAK,AL,967,16,7,2.70,34,34,0,240.0,197,84,72,15,61,162,1.08
2004,OAK,AL,793,12,6,3.53,27,27,0,188.2,194,82,74,8,44,103,1.26
2005,ATL,NL,817,14,9,3.52,29,29,0,192.0,194,79,75,20,65,115,1.35
2006,ATL,NL,959,13,12,4.86,35,35,0,218.1,235,129,118,25,79,141,1.44
2007,ATL,NL,925,16,10,3.33,34,34,0,224.1,221,87,83,10,53,132,1.22
2008,ATL,NL,573,11,7,3.17,23,22,0,142.0,125,53,50,11,40,85,1.16
2009,ATL,NL,180,2,1,3.61,7,7,0,42.1,49,17,17,4,13,30,1.46
2010,ATL,NL,920,17,9,2.83,34,34,0,228.2,189,74,72,20,74,139,1.15
2011,ATL,NL,884,16,10,3.22,33,33,0,215.0,189,86,77,14,56,158,1.14
2012,ATL,NL,749,16,7,3.62,28,28,0,179.0,168,77,72,12,48,102,1.21
2013,ATL,NL,534,8,7,3.97,21,21,0,131.1,120,60,58,10,36,95,1.19
2014,SF,NL,789,9,13,3.57,31,31,0,189.1,199,86,75,15,34,120,1.23
