Season,Tm,LG,BF,W,L,ERA,G,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
2016,TEX,AL,243,7,2,2.48,58,0,1,61.2,44,18,17,4,14,61,0.94
2017,TEX,AL,240,3,4,3.78,57,0,10,52.1,57,30,22,7,19,58,1.45
2018,TEX,AL,108,0,0,4.70,21,0,0,23.0,23,13,12,3,14,19,1.61
2021,TEX,AL,17,0,0,6.75,4,0,0,4.0,4,3,3,3,1,5,1.25
2022,TEX,AL,151,2,1,2.95,40,5,1,36.2,27,16,12,5,10,45,1.01
2022,MIL,NL,93,0,2,4.30,25,1,2,23.0,16,15,11,6,8,29,1.04
2022,2 Teams,,244,2,3,3.47,65,6,3,59.2,43,31,23,11,18,74,1.02
