Season,Tm,LG,BF,W,L,ERA,G,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
2013,MIL,NL,115,3,1,3.90,27,0,0,27.2,27,12,12,1,8,18,1.27
2014,MIL,NL,147,1,4,4.72,40,0,0,34.1,42,18,18,1,8,29,1.46
