Season,Tm,LG,BF,W,L,ERA,G,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
2020,MIA,NL,34,1,1,5.87,2,2,0,7.2,8,6,5,3,5,8,1.70
2021,MIA,NL,159,1,2,5.03,8,7,0,34.0,42,20,19,3,20,32,1.82
2022,MIA,NL,373,3,7,3.58,17,17,0,88.0,86,38,35,9,24,90,1.25
