Season,Tm,LG,BF,W,L,ERA,G,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
2011,CWS,AL,33,0,0,3.68,6,0,0,7.1,10,3,3,1,1,12,1.50
2012,CWS,AL,238,3,2,4.75,62,0,29,55.0,57,30,29,6,18,54,1.36
2013,CWS,AL,295,5,4,3.79,68,0,40,71.1,56,31,30,6,23,72,1.11
2014,AZ,NL,252,1,7,4.25,62,0,32,59.1,57,31,28,11,15,69,1.21
2015,AZ,NL,181,2,2,4.20,38,0,3,40.2,47,19,19,2,14,34,1.50
2015,NYM,NL,60,1,1,1.17,17,0,1,15.1,11,2,2,1,5,17,1.04
2015,2 Teams,,241,3,3,3.38,55,0,4,56.0,58,21,21,3,19,51,1.38
2016,NYM,NL,304,4,2,1.97,80,0,1,77.2,60,18,17,4,13,91,0.94
2017,NYM,NL,200,1,2,2.57,48,0,19,49.0,49,14,14,6,6,48,1.12
2017,BOS,AL,106,1,1,3.33,29,0,0,27.0,16,10,10,5,9,28,0.93
2017,2 Teams,,306,2,3,2.84,77,0,19,76.0,65,24,24,11,15,76,1.05
