Season,Tm,LG,BF,W,L,ERA,G,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
2018,OAK,AL,299,8,3,2.92,69,1,4,74.0,53,24,24,8,31,82,1.14
2019,OAK,AL,269,4,6,5.25,61,0,0,60.0,61,40,35,7,31,57,1.53
2020,OAK,AL,93,0,0,3.86,20,0,0,23.1,16,10,10,3,10,26,1.11
2021,OAK,AL,310,7,8,3.18,71,0,22,73.2,58,32,26,5,34,67,1.25
2022,OAK,AL,157,1,6,6.47,39,0,10,32.0,46,25,23,5,14,45,1.88
2022,NYY,AL,93,1,2,1.66,25,0,1,21.2,18,6,4,1,10,22,1.29
