Season,Tm,LG,BF,W,L,ERA,G,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
2014,MIA,NL,126,0,3,5.83,7,5,0,29.1,32,19,19,6,7,20,1.33
2015,LAA,AL,438,6,4,3.49,18,18,0,105.2,99,41,41,9,28,78,1.20
2016,LAA,AL,25,0,1,6.00,1,1,0,6.0,7,4,4,2,0,7,1.17
2017,LAA,AL,101,1,2,7.06,5,5,0,21.2,27,17,17,12,9,27,1.66
2018,LAA,AL,749,9,10,4.15,30,30,0,180.0,171,91,83,27,45,180,1.20
2019,LAA,AL,409,4,6,4.91,18,18,0,95.1,93,53,52,20,30,118,1.29
2020,LAA,AL,279,4,3,4.46,12,12,0,66.2,63,35,33,9,19,70,1.23
2021,LAA,AL,401,6,7,5.27,18,18,0,94.0,92,56,55,16,31,113,1.31
2021,NYY,AL,157,2,2,7.32,12,5,0,35.2,38,29,29,13,10,37,1.35
2021,2 Teams,,558,8,9,5.83,30,23,0,129.2,130,85,84,29,41,150,1.32
2022,LAD,NL,310,4,4,3.10,16,14,0,72.2,60,34,25,14,19,110,1.09
