Season,Tm,LG,BF,W,L,ERA,G,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
2013,HOU,AL,87,1,1,1.77,25,0,1,20.1,13,6,4,1,13,15,1.28
2014,HOU,AL,97,2,0,4.64,21,0,0,21.1,22,11,11,3,11,19,1.55
2015,HOU,AL,22,0,0,3.38,3,0,0,5.1,4,2,2,1,3,8,1.31
