Season,Tm,LG,BF,W,L,ERA,G,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
2013,AZ,NL,20,0,0,7.36,1,1,0,3.2,6,3,3,0,3,0,2.45
2014,CIN,NL,137,2,2,4.80,7,5,0,30.0,27,16,16,8,16,18,1.43
2015,CIN,NL,136,1,4,7.62,6,6,0,28.1,36,24,24,10,16,15,1.84
