Season,Tm,LG,BF,W,L,ERA,G,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
2014,LAD,NL,22,0,0,4.15,5,0,0,4.1,5,3,2,1,2,4,1.62
2015,LAD,NL,40,0,0,7.56,5,0,0,8.1,9,7,7,0,6,7,1.80
2015,OAK,AL,32,0,0,3.52,9,0,0,7.2,8,3,3,0,3,4,1.43
2015,2 Teams,,72,0,0,5.63,14,0,0,16.0,17,10,10,0,9,11,1.63
2016,OAK,AL,193,3,1,4.53,35,0,0,47.2,37,24,24,6,17,54,1.13
2017,OAK,AL,219,2,2,3.48,72,0,0,51.2,46,22,20,4,22,39,1.32
2018,OAK,AL,98,1,1,4.56,27,0,0,23.2,24,13,12,5,11,26,1.48
2020,MIN,AL,13,0,0,0.00,2,0,0,2.2,2,0,0,0,3,3,1.88
2021,MIN,AL,139,3,2,3.67,29,1,0,34.1,35,17,14,5,7,33,1.22
2022,MIN,AL,53,0,0,1.46,10,0,0,12.1,7,3,2,0,9,9,1.30
