Season,Tm,LG,BF,W,L,ERA,G,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
2011,PIT,NL,78,0,3,6.48,4,4,0,16.2,21,12,12,3,10,5,1.86
2012,PIT,NL,148,1,3,5.50,8,6,0,34.1,36,21,21,6,11,34,1.37
2013,PIT,NL,711,10,7,3.52,30,30,0,166.1,146,69,65,11,84,125,1.38
2014,PIT,NL,548,7,6,3.91,21,21,0,131.1,127,63,57,16,40,89,1.27
2015,PIT,NL,736,8,11,4.49,30,30,0,168.1,179,95,84,15,60,129,1.42
2016,PIT,NL,564,9,8,5.44,30,19,0,127.1,151,81,77,17,44,73,1.53
