Season,Tm,LG,BF,W,L,ERA,G,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
2014,CHC,NL,321,7,2,2.46,13,13,0,80.1,72,24,22,4,15,47,1.08
2015,CHC,NL,739,8,7,3.95,32,32,0,180.0,166,82,79,17,43,167,1.16
2016,CHC,NL,745,16,8,2.13,31,30,0,190.0,142,53,45,15,44,170,0.98
2017,CHC,NL,570,7,5,3.03,24,24,0,139.2,126,49,47,17,40,123,1.19
2018,CHC,NL,812,14,11,3.44,33,33,0,199.0,184,82,76,22,44,161,1.15
2019,CHC,NL,730,11,10,3.46,30,30,0,177.0,168,78,68,19,32,150,1.13
2020,CHC,NL,315,6,5,2.88,12,12,0,81.1,73,26,26,10,8,64,1.00
2021,CHC,NL,785,14,7,4.77,32,32,0,181.0,200,101,96,31,44,131,1.35
