Season,Tm,LG,BF,W,L,ERA,G,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
2005,STL,NL,9,0,0,13.50,2,0,0,2.0,2,3,3,1,1,0,1.50
2006,STL,NL,309,2,1,3.12,61,0,3,75.0,64,26,26,6,22,72,1.15
2007,STL,NL,882,14,12,3.70,32,32,0,202.0,212,93,83,13,70,136,1.40
2008,STL,NL,544,11,3,3.20,20,20,0,132.0,122,51,47,12,34,91,1.18
2009,STL,NL,970,19,8,2.63,34,34,0,233.0,216,75,68,17,66,212,1.21
2010,STL,NL,910,20,11,2.42,33,33,0,230.1,186,68,62,15,56,213,1.05
2012,STL,NL,831,14,13,3.94,32,32,0,198.2,196,96,87,15,52,184,1.25
2013,STL,NL,956,19,9,2.94,34,34,0,241.2,223,83,79,15,35,219,1.07
2014,STL,NL,898,20,9,2.38,32,32,0,227.0,184,64,60,10,50,179,1.03
2015,STL,NL,111,2,1,1.61,7,4,0,28.0,25,7,5,0,4,20,1.04
2016,STL,NL,847,13,9,4.62,33,33,0,198.2,220,108,102,22,59,161,1.40
2017,STL,NL,546,12,5,5.11,24,23,0,123.1,140,73,70,14,45,96,1.50
2018,STL,NL,181,2,4,4.46,8,8,0,40.1,41,21,20,5,18,40,1.46
2019,STL,NL,745,14,10,4.19,31,31,0,171.2,181,83,80,22,64,153,1.43
2020,STL,NL,262,5,3,3.15,10,10,0,65.2,54,25,23,9,15,54,1.05
2021,STL,NL,828,17,7,3.05,32,32,0,206.1,168,72,70,21,50,174,1.06
