Season,Tm,LG,BF,W,L,ERA,G,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
2019,CWS,AL,326,4,7,5.79,14,14,0,73.0,78,51,47,15,35,81,1.55
2020,CWS,AL,255,5,4,4.01,12,12,0,58.1,50,30,26,12,34,44,1.44
2021,CWS,AL,708,13,7,3.91,32,32,0,165.2,139,77,72,20,68,226,1.25
2022,CWS,AL,747,14,8,2.20,32,32,0,184.0,126,55,45,16,78,227,1.11
