Season,Tm,LG,BF,W,L,ERA,G,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
2010,TOR,AL,69,0,3,4.76,3,3,0,17.0,18,9,9,2,5,12,1.35
2011,TOR,AL,365,4,5,6.06,18,14,0,78.2,87,54,53,10,55,51,1.81
2012,TOR,AL,317,4,7,4.67,13,13,0,71.1,67,41,37,10,47,47,1.60
2013,TOR,AL,14,0,0,7.71,3,0,0,2.1,4,2,2,1,2,3,2.57
2014,TOR,AL,13,0,0,0.00,2,0,0,3.0,2,0,0,0,2,5,1.33
2015,CWS,AL,26,0,0,5.06,3,0,0,5.1,9,3,3,1,2,3,2.06
