Season,Tm,LG,BF,W,L,ERA,G,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
2016,KC,AL,88,2,2,1.23,21,0,0,22.0,13,4,3,0,11,30,1.09
2017,KC,AL,154,2,5,5.45,24,3,0,34.2,30,22,21,6,22,37,1.50
2018,SD,NL,245,3,4,2.05,41,5,0,61.1,39,16,14,6,21,69,0.98
2019,SD,NL,487,6,11,4.71,46,16,0,114.2,121,61,60,22,22,118,1.25
2020,SD,NL,83,0,1,2.61,19,0,0,20.2,14,6,6,3,4,15,0.87
2021,SD,NL,36,0,1,8.10,6,1,0,6.2,15,6,6,0,1,4,2.40
2022,BOS,AL,193,4,4,3.83,50,0,4,44.2,38,24,19,5,17,52,1.23
