Season,Tm,LG,BF,W,L,ERA,G,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
2011,NYY,AL,24,0,0,3.00,7,0,0,6.0,4,2,2,1,3,6,1.17
2012,SF,NL,177,2,1,2.47,44,0,0,43.2,34,15,12,3,12,44,1.05
2013,SF,NL,238,2,2,4.39,52,0,0,55.1,60,30,27,7,18,47,1.41
2014,SF,NL,125,4,0,2.78,24,0,0,32.1,24,10,10,1,11,27,1.08
2015,SF,NL,284,4,4,2.33,73,0,0,73.1,57,20,19,9,12,44,0.94
2016,SF,NL,216,3,2,2.53,57,0,0,53.1,42,19,15,3,20,35,1.16
2017,SF,NL,223,0,5,3.83,50,0,0,51.2,52,24,22,8,17,55,1.34
2017,PIT,NL,55,1,1,1.84,15,0,1,14.2,9,3,3,1,3,15,0.82
2017,2 Teams,,278,1,6,3.39,65,0,1,66.1,61,27,25,9,20,70,1.22
2018,PIT,NL,89,2,3,5.03,21,0,1,19.2,23,12,11,4,5,9,1.42
2018,CLE,AL,21,0,0,3.38,6,0,0,5.1,3,2,2,1,2,4,0.94
2018,NYY,AL,6,0,0,0.00,1,0,0,1.2,1,0,0,0,0,2,0.60
