Season,Age,Pitches,Batted Balls,Barrels,Barrel %,Barrel/PA,Exit Velocity,Max EV,Launch Angle,Sweet Spot %,XBA,XSLG,WOBA,XWOBA,XWOBACON,HardHit%,K%,BB%,ERA,xERA
2015,24,697,142,13,9.2,7.0,89.2,109.7,12.4,31.7,.272,.495,.416,.371,.393,35.9,12.9,9.1,7.36,5.96
2016,25,505,83,6,7.2,4.6,86.9,112.0,11.7,19.3,.199,.334,.335,.308,.316,31.3,20.6,15.3,4.60,3.99
2017,26,900,146,9,6.2,4.1,88.9,113.6,20.0,31.5,.230,.379,.360,.303,.341,34.9,22.4,9.1,6.75,3.92
2018,27,1255,209,7,3.3,2.3,88.1,110.1,14.9,35.4,.239,.359,.332,.314,.326,35.9,18.5,13.3,4.15,4.18
2019,28,1157,186,14,7.5,4.9,89.5,111.9,10.2,31.2,.235,.424,.312,.312,.381,40.0,25.3,8.3,3.72,4.29
2020,29,341,70,6,8.6,6.7,90.2,112.9,7.0,30.0,.270,.451,.290,.345,.390,41.4,15.7,5.6,3.80,5.16
2021,30,726,108,11,10.2,6.4,91.2,116.6,14.7,36.1,.270,.502,.380,.379,.436,45.4,21.6,12.3,6.37,6.43
2022,31,855,119,6,5.0,3.0,88.2,109.5,14.4,29.4,.212,.324,.280,.292,.339,40.0,27.1,12.6,3.83,3.51
