Season,Age,Pitches,Batted Balls,Barrels,Barrel %,Barrel/PA,Exit Velocity,Max EV,Launch Angle,Sweet Spot %,XBA,XSLG,WOBA,XWOBA,XWOBACON,HardHit%,K%,BB%,ERA,xERA
2016,25,241,47,0,0.0,0.0,87.8,111.1,10.2,17.0,.205,.280,.202,.250,.256,34.0,16.1,8.1,1.06,2.59
2017,26,2519,575,21,3.7,3.0,86.9,111.7,9.9,32.7,.289,.447,.326,.336,.353,33.0,10.5,6.2,4.78,4.93
2018,27,1879,395,19,4.8,3.7,88.3,112.3,6.0,30.1,.280,.413,.325,.331,.360,35.7,14.6,8.0,4.25,4.70
2019,28,521,102,7,6.9,5.0,90.2,109.5,15.2,46.1,.323,.565,.463,.410,.444,42.6,14.4,12.2,12.00,8.14
2022,31,674,151,9,6.0,4.7,87.4,110.0,13.6,35.8,.274,.403,.338,.313,.346,37.1,15.0,5.7,5.89,4.08
