Season,Age,Pitches,Batted Balls,Barrels,Barrel %,Barrel/PA,Exit Velocity,Max EV,Launch Angle,Sweet Spot %,XBA,XSLG,WOBA,XWOBA,XWOBACON,HardHit%,K%,BB%,ERA,xERA
2015,27,2159,384,12,3.1,2.2,87.5,115.1,10.8,31.0,.241,.356,.287,.296,.330,30.2,19.5,7.3,3.29,3.59
2016,28,1185,195,13,6.7,4.7,88.6,111.1,11.6,30.3,.233,.409,.314,.310,.347,29.7,18.8,10.5,4.68,4.05
2017,29,939,153,5,3.3,2.2,85.9,111.6,13.6,34.6,.220,.351,.212,.273,.331,24.8,24.2,6.7,2.35,3.15
2018,30,989,149,14,9.4,6.3,88.7,108.4,14.9,35.6,.261,.430,.303,.336,.403,38.3,23.3,9.0,3.13,4.86
