Season,Age,Pitches,Batted Balls,Barrels,Barrel %,Barrel/PA,Exit Velocity,Max EV,Launch Angle,Sweet Spot %,XBA,XSLG,WOBA,XWOBA,XWOBACON,HardHit%,K%,BB%,ERA,xERA
2016,29,1127,136,8,5.9,3.2,88.5,112.1,28.4,36.8,.178,.296,.248,.263,.320,32.4,31.6,12.6,2.86,2.87
2017,30,1098,173,6,3.5,2.2,84.6,111.3,22.8,27.2,.179,.308,.277,.260,.285,29.1,24.3,9.7,2.89,2.85
2018,31,679,107,5,4.7,3.1,88.5,110.9,26.5,29.9,.213,.360,.282,.288,.346,37.4,25.2,9.2,2.75,3.47
2019,32,800,123,9,7.3,4.5,88.6,110.7,21.6,43.1,.262,.463,.334,.345,.425,33.3,25.3,11.6,2.98,5.37
2020,33,114,15,2,13.3,6.9,92.3,107.7,27.0,40.0,.260,.577,.385,.420,.532,53.3,27.6,20.7,4.50,8.33
