Season,Age,Pitches,Batted Balls,Barrels,Barrel %,Barrel/PA,Exit Velocity,Max EV,Launch Angle,Sweet Spot %,XBA,XSLG,WOBA,XWOBA,XWOBACON,HardHit%,K%,BB%,ERA,xERA
2015,31,2572,486,26,5.3,3.9,88.5,113.0,12.5,32.3,.258,.405,.317,.318,.373,34.2,20.2,7.1,4.18,4.19
2016,32,1123,199,15,7.5,5.3,89.1,111.8,13.3,32.7,.250,.449,.330,.319,.388,38.7,22.3,6.4,4.43,4.31
2017,33,2312,420,37,8.8,6.3,88.9,114.1,12.0,38.3,.277,.501,.348,.354,.418,40.8,20.3,7.7,5.35,5.55
2018,34,1479,268,17,6.3,4.5,88.8,113.1,12.7,29.5,.232,.389,.277,.283,.356,31.3,24.4,4.5,2.55,3.35
2019,35,1307,238,21,8.8,6.2,88.1,114.5,13.2,34.5,.269,.471,.331,.339,.401,34.5,21.4,6.5,4.85,5.16
2020,36,305,56,8,14.3,10.4,86.9,112.6,12.0,37.5,.298,.579,.402,.393,.441,33.9,16.9,9.1,6.88,7.04
2021,37,528,86,5,5.8,3.8,90.9,107.9,10.4,29.1,.214,.345,.230,.271,.335,41.9,27.1,8.3,2.14,3.06
2022,38,1202,197,16,8.1,5.5,90.1,116.8,13.4,38.6,.263,.415,.325,.321,.403,46.2,25.3,6.8,3.76,4.31
