Season,Age,Pitches,Batted Balls,Barrels,Barrel %,Barrel/PA,Exit Velocity,Max EV,Launch Angle,Sweet Spot %,XBA,XSLG,WOBA,XWOBA,XWOBACON,HardHit%,K%,BB%,ERA,xERA
2015,26,1044,164,10,6.1,4.1,89.6,114.2,12.1,29.9,.237,.371,.289,.303,.368,36.6,23.9,8.2,4.01,3.77
2016,27,1025,189,9,4.8,3.6,88.5,110.9,14.3,37.6,.275,.457,.315,.341,.381,38.1,16.6,8.7,3.92,5.00
2017,28,510,85,5,5.9,4.0,89.0,109.1,10.6,32.9,.240,.407,.374,.333,.351,29.4,18.4,12.8,7.86,4.83
2018,29,172,32,4,12.5,8.9,94.1,111.9,14.7,40.6,.338,.655,.442,.449,.510,53.1,15.6,13.3,11.00,9.93
