Season,Age,Pitches,Batted Balls,Barrels,Barrel %,Barrel/PA,Exit Velocity,Max EV,Launch Angle,Sweet Spot %,XBA,XSLG,WOBA,XWOBA,XWOBACON,HardHit%,K%,BB%,ERA,xERA
2018,23,77,10,1,10.0,6.3,93.7,115.3,11.5,40.0,.251,.546,.311,.403,.439,40.0,18.8,18.8,2.25,7.49
2019,24,211,34,1,2.9,2.0,90.8,106.7,8.7,26.5,.240,.407,.358,.305,.377,47.1,25.5,5.9,5.40,4.08
2020,25,335,54,5,9.3,5.7,92.0,108.5,11.9,42.6,.252,.460,.390,.324,.444,46.3,30.7,6.8,5.66,4.48
2021,26,1177,224,17,7.6,5.3,89.3,111.5,8.8,36.6,.277,.443,.333,.344,.397,42.9,20.3,8.4,4.33,5.12
2022,27,1004,172,6,3.5,2.3,87.8,113.3,7.3,36.0,.256,.354,.299,.314,.353,36.0,22.0,9.7,4.39,4.11
