Season,Age,Pitches,Batted Balls,Barrels,Barrel %,Barrel/PA,Exit Velocity,Max EV,Launch Angle,Sweet Spot %,XBA,XSLG,WOBA,XWOBA,XWOBACON,HardHit%,K%,BB%,ERA,xERA
2015,25,697,134,10,7.5,5.3,87.3,111.9,11.5,33.6,.219,.388,.262,.293,.341,29.1,20.5,7.9,3.59,3.51
2016,26,1570,293,29,9.9,7.1,89.9,114.8,10.5,36.5,.289,.524,.377,.383,.423,35.8,16.3,10.6,5.20,6.57
