name,url
Luke Jackson,https://baseballsavant.mlb.com/savant-player/luke-jackson-592426?stats=statcast-r-pitching-mlb
Luke Weaver,https://baseballsavant.mlb.com/savant-player/luke-weaver-596133?stats=statcast-r-pitching-mlb
MacKenzie Gore,https://baseballsavant.mlb.com/savant-player/mackenzie-gore-669022?stats=statcast-r-pitching-mlb
Madison Bumgarner,https://baseballsavant.mlb.com/savant-player/madison-bumgarner-518516?stats=statcast-r-pitching-mlb
Marc Rzepczynski,https://baseballsavant.mlb.com/savant-player/marc-rzepczynski-519240?stats=statcast-r-pitching-mlb
Marco Estrada,https://baseballsavant.mlb.com/savant-player/marco-estrada-462136?stats=statcast-r-pitching-mlb
Marco Gonzales,https://baseballsavant.mlb.com/savant-player/marco-gonzales-594835?stats=statcast-r-pitching-mlb
Marcus Stroman,https://baseballsavant.mlb.com/savant-player/marcus-stroman-573186?stats=statcast-r-pitching-mlb
Marcus Walden,https://baseballsavant.mlb.com/savant-player/marcus-walden-519393?stats=statcast-r-pitching-mlb
Mario Hollands,https://baseballsavant.mlb.com/savant-player/mario-hollands-571786?stats=career-r-pitching-mlb
Mark Appel,https://baseballsavant.mlb.com/savant-player/mark-appel-571446?stats=statcast-r-pitching-mlb
Mark Buehrle,https://baseballsavant.mlb.com/savant-player/mark-buehrle-279824?stats=statcast-r-pitching-mlb
Mark Leiter Jr.,https://baseballsavant.mlb.com/savant-player/mark-leiter-jr-643410?stats=statcast-r-pitching-mlb
Mark Lowe,https://baseballsavant.mlb.com/savant-player/mark-lowe-450275?stats=statcast-r-pitching-mlb
Mark Melancon,https://baseballsavant.mlb.com/savant-player/mark-melancon-453343?stats=statcast-r-pitching-mlb
Mark Prior,https://baseballsavant.mlb.com/savant-player/mark-prior-407578?stats=career-r-pitching-mlb
Mason Englert,https://baseballsavant.mlb.com/savant-player/mason-englert-669438?stats=statcast-r-pitching-mlb
Mason Miller,https://baseballsavant.mlb.com/savant-player/mason-miller-695243?stats=statcast-r-pitching-mlb
Mason Thompson,https://baseballsavant.mlb.com/savant-player/mason-thompson-666168?stats=statcast-r-pitching-mlb
Matt Albers,https://baseballsavant.mlb.com/savant-player/matt-albers-458006?stats=statcast-r-pitching-mlb
Matt Barnes,https://baseballsavant.mlb.com/savant-player/matt-barnes-598264?stats=statcast-r-pitching-mlb
Matt Belisle,https://baseballsavant.mlb.com/savant-player/matt-belisle-279571?stats=statcast-r-pitching-mlb
Matt Boyd,https://baseballsavant.mlb.com/savant-player/matthew-boyd-571510?stats=statcast-r-pitching-mlb
Matt Brash,https://baseballsavant.mlb.com/savant-player/matt-brash-666374?stats=statcast-r-pitching-mlb
Matt Buschmann,https://baseballsavant.mlb.com/savant-player/matt-buschmann-501936?stats=statcast-r-pitching-mlb
Matt Bush,https://baseballsavant.mlb.com/savant-player/matt-bush-456713?stats=statcast-r-pitching-mlb
Matt Cain,https://baseballsavant.mlb.com/savant-player/matt-cain-430912?stats=statcast-r-pitching-mlb
Matt Dermody,https://baseballsavant.mlb.com/savant-player/matt-dermody-571616?stats=statcast-r-pitching-mlb
Matt Foster,https://baseballsavant.mlb.com/savant-player/matt-foster-641582?stats=statcast-r-pitching-mlb
Matt Garza,https://baseballsavant.mlb.com/savant-player/matt-garza-490063?stats=statcast-r-pitching-mlb
Matt Grace,https://baseballsavant.mlb.com/savant-player/matt-grace-594840?stats=statcast-r-pitching-mlb
Matt Harrison,https://baseballsavant.mlb.com/savant-player/matt-harrison-457448?stats=statcast-r-pitching-mlb
Matt Harvey,https://baseballsavant.mlb.com/savant-player/matt-harvey-518774?stats=statcast-r-pitching-mlb
Matt Lindstrom,https://baseballsavant.mlb.com/savant-player/matt-lindstrom-434637?stats=career-r-pitching-mlb
Matt Magill,https://baseballsavant.mlb.com/savant-player/matt-magill-543483?stats=statcast-r-pitching-mlb
Matt Manning,https://baseballsavant.mlb.com/savant-player/matt-manning-666159?stats=statcast-r-pitching-mlb
Matt Marksberry,https://baseballsavant.mlb.com/savant-player/matt-marksberry-621408?stats=statcast-r-pitching-mlb
Matt Moore,https://baseballsavant.mlb.com/savant-player/matt-moore-519043?stats=statcast-r-pitching-mlb
Matt Stites,https://baseballsavant.mlb.com/savant-player/matt-stites-592781?stats=statcast-r-pitching-mlb
