name,url
Drew VerHagen,https://baseballsavant.mlb.com/savant-player/drew-verhagen-572403?stats=statcast-r-pitching-mlb
Drey Jameson,https://baseballsavant.mlb.com/savant-player/drey-jameson-686753?stats=statcast-r-pitching-mlb
Duane Underwood,https://baseballsavant.mlb.com/savant-player/duane-underwood-jr-621249?stats=statcast-r-pitching-mlb
Dustin Lacaze,https://baseballsavant.mlb.com/savant-player/dustin-lacaze-686778?stats=career-r-pitching-milb
Dustin May,https://baseballsavant.mlb.com/savant-player/dustin-may-669160?stats=statcast-r-pitching-mlb
Dustin McGowan,https://baseballsavant.mlb.com/savant-player/dustin-mcgowan-430661?stats=statcast-r-pitching-mlb
Dwight Gooden,https://baseballsavant.mlb.com/savant-player/dwight-gooden-114947?stats=career-r-pitching-mlb
Dylan Cease,https://baseballsavant.mlb.com/savant-player/dylan-cease-656302?stats=statcast-r-pitching-mlb
Dylan Floro,https://baseballsavant.mlb.com/savant-player/dylan-floro-571670?stats=statcast-r-pitching-mlb
Dylan Lee,https://baseballsavant.mlb.com/savant-player/dylan-lee-669276?stats=statcast-r-pitching-mlb
Dylan Prohoroff,https://baseballsavant.mlb.com/savant-player/dylan-prohoroff-669124?stats=career-r-pitching-milb
Edgar Olmos,https://baseballsavant.mlb.com/savant-player/edgar-olmos-543607?stats=statcast-r-pitching-mlb
Edwin Diaz,https://baseballsavant.mlb.com/savant-player/edwin-diaz-621242?stats=statcast-r-pitching-mlb
Edwin Jackson,https://baseballsavant.mlb.com/savant-player/edwin-jackson-429719?stats=statcast-r-pitching-mlb
Eli Morgan,https://baseballsavant.mlb.com/savant-player/eli-morgan-669212?stats=statcast-r-pitching-mlb
Emerson Hancock,https://baseballsavant.mlb.com/savant-player/emerson-hancock-676106?stats=career-r-pitching-milb
Emilio Pagan,https://baseballsavant.mlb.com/savant-player/emilio-pagan-641941?stats=statcast-r-pitching-mlb
Eric Fornataro,https://baseballsavant.mlb.com/savant-player/eric-fornataro-543174?stats=career-r-pitching-mlb
Eric Jenkins,https://baseballsavant.mlb.com/savant-player/eric-jenkins-663346?stats=career-r-hitting-milb
Eric Lauer,https://baseballsavant.mlb.com/savant-player/eric-lauer-641778?stats=statcast-r-pitching-mlb
Eric O'Flaherty,https://baseballsavant.mlb.com/savant-player/eric-o-flaherty-447714?stats=statcast-r-pitching-mlb
Eric Surkamp,https://baseballsavant.mlb.com/savant-player/eric-surkamp-474668?stats=statcast-r-pitching-mlb
Erick Fedde,https://baseballsavant.mlb.com/savant-player/erick-fedde-607200?stats=statcast-r-pitching-mlb
Erik Cordier,https://baseballsavant.mlb.com/savant-player/erik-cordier-449170?stats=statcast-r-pitching-mlb
Erik Davis,https://baseballsavant.mlb.com/savant-player/erik-davis-458530?stats=career-r-pitching-mlb
Erik Goeddel,https://baseballsavant.mlb.com/savant-player/erik-goeddel-592340?stats=statcast-r-pitching-mlb
Erik Johnson,https://baseballsavant.mlb.com/savant-player/erik-johnson-605304?stats=statcast-r-pitching-mlb
Erik Swanson,https://baseballsavant.mlb.com/savant-player/erik-swanson-657024?stats=statcast-r-pitching-mlb
