name,url
Scott Feldman,https://baseballsavant.mlb.com/savant-player/scott-feldman-444857?stats=statcast-r-pitching-mlb
Scott Kazmir,https://baseballsavant.mlb.com/savant-player/scott-kazmir-431148?stats=statcast-r-pitching-mlb
Scott McGough,https://baseballsavant.mlb.com/savant-player/scott-mcgough-543518?stats=statcast-r-pitching-mlb
Scott Oberg,https://baseballsavant.mlb.com/savant-player/scott-oberg-623184?stats=statcast-r-pitching-mlb
Scott Rice,https://baseballsavant.mlb.com/savant-player/scott-rice-446488?stats=career-r-pitching-mlb
Sean Burnett,https://baseballsavant.mlb.com/savant-player/sean-burnett-430634?stats=statcast-r-pitching-mlb
Sean Hjelle,https://baseballsavant.mlb.com/savant-player/sean-hjelle-663546?stats=statcast-r-pitching-mlb
Sean Manaea,https://baseballsavant.mlb.com/savant-player/sean-manaea-640455?stats=statcast-r-pitching-mlb
Sean Marshall,https://baseballsavant.mlb.com/savant-player/sean-marshall-445156?stats=career-r-pitching-mlb
Sean O'Sullivan,https://baseballsavant.mlb.com/savant-player/sean-o-sullivan-457711?stats=statcast-r-pitching-mlb
Sergio Romo,https://baseballsavant.mlb.com/savant-player/sergio-romo-489265?stats=statcast-r-pitching-mlb
Sergio Santos,https://baseballsavant.mlb.com/savant-player/sergio-santos-435045?stats=statcast-r-pitching-mlb
Seth Frankoff,https://baseballsavant.mlb.com/savant-player/seth-frankoff-571676?stats=statcast-r-pitching-mlb
Seth Lugo,https://baseballsavant.mlb.com/savant-player/seth-lugo-607625?stats=statcast-r-pitching-mlb
Seth Martinez,https://baseballsavant.mlb.com/savant-player/seth-martinez-661527?stats=statcast-r-pitching-mlb
Seth Romero,https://baseballsavant.mlb.com/savant-player/seth-romero-656913?stats=statcast-r-pitching-mlb
Shane Baz,https://baseballsavant.mlb.com/savant-player/shane-baz-669358?stats=statcast-r-pitching-mlb
Shane Bieber,https://baseballsavant.mlb.com/savant-player/shane-bieber-669456?stats=statcast-r-pitching-mlb
Shane Carle,https://baseballsavant.mlb.com/savant-player/shane-carle-641438?stats=statcast-r-pitching-mlb
Shane McClanahan,https://baseballsavant.mlb.com/savant-player/shane-mcclanahan-663556?stats=statcast-r-pitching-mlb
Shaun Anderson,https://baseballsavant.mlb.com/savant-player/shaun-anderson-641312?stats=statcast-r-pitching-mlb
Shaun Marcum,https://baseballsavant.mlb.com/savant-player/shaun-marcum-451788?stats=statcast-r-pitching-mlb
Shawn Armstrong,https://baseballsavant.mlb.com/savant-player/shawn-armstrong-542888?stats=statcast-r-pitching-mlb
Shawn Kelley,https://baseballsavant.mlb.com/savant-player/shawn-kelley-518875?stats=statcast-r-pitching-mlb
Shawn Morimando,https://baseballsavant.mlb.com/savant-player/shawn-morimando-596049?stats=statcast-r-pitching-mlb
