name,url
A.J. Achter,https://baseballsavant.mlb.com/savant-player/a-j-achter-592091?stats=statcast-r-pitching-mlb
A.J. Burnett,https://baseballsavant.mlb.com/savant-player/a-j-burnett-150359?stats=statcast-r-pitching-mlb
A.J. Cole,https://baseballsavant.mlb.com/savant-player/a-j-cole-595918?stats=statcast-r-pitching-mlb
A.J. Griffin,https://baseballsavant.mlb.com/savant-player/a-j-griffin-456167?stats=statcast-r-pitching-mlb
A.J. Minter,https://baseballsavant.mlb.com/savant-player/a-j-minter-621345?stats=statcast-r-pitching-mlb
A.J. Puk,https://baseballsavant.mlb.com/savant-player/a-j-puk-640462?stats=statcast-r-pitching-mlb
A.J. Ramos,https://baseballsavant.mlb.com/savant-player/aj-ramos-573109?stats=statcast-r-pitching-mlb
Aaron Ashby,https://baseballsavant.mlb.com/savant-player/aaron-ashby-676879?stats=statcast-r-pitching-mlb
Aaron Barrett,https://baseballsavant.mlb.com/savant-player/aaron-barrett-502578?stats=statcast-r-pitching-mlb
Aaron Bummer,https://baseballsavant.mlb.com/savant-player/aaron-bummer-607481?stats=statcast-r-pitching-mlb
Aaron Civale,https://baseballsavant.mlb.com/savant-player/aaron-civale-650644?stats=statcast-r-pitching-mlb
Aaron Laffey,https://baseballsavant.mlb.com/savant-player/aaron-laffey-444836?stats=statcast-r-pitching-mlb
Aaron Loup,https://baseballsavant.mlb.com/savant-player/aaron-loup-571901?stats=statcast-r-pitching-mlb
Aaron Nola,https://baseballsavant.mlb.com/savant-player/aaron-nola-605400?stats=statcast-r-pitching-mlb
Aaron Slegers,https://baseballsavant.mlb.com/savant-player/aaron-slegers-642083?stats=statcast-r-pitching-mlb
Aaron Thompson,https://baseballsavant.mlb.com/savant-player/aaron-thompson-457744?stats=statcast-r-pitching-mlb
Adam Cimber,https://baseballsavant.mlb.com/savant-player/adam-cimber-643256?stats=statcast-r-pitching-mlb
Adam Conley,https://baseballsavant.mlb.com/savant-player/adam-conley-543045?stats=statcast-r-pitching-mlb
Adam Liberatore,https://baseballsavant.mlb.com/savant-player/adam-liberatore-571893?stats=statcast-r-pitching-mlb
Adam Morgan,https://baseballsavant.mlb.com/savant-player/adam-morgan-605388?stats=statcast-r-pitching-mlb
Adam Oller,https://baseballsavant.mlb.com/savant-player/adam-oller-670124?stats=statcast-r-pitching-mlb
Adam Ottavino,https://baseballsavant.mlb.com/savant-player/adam-ottavino-493603?stats=statcast-r-pitching-mlb
Adam Plutko,https://baseballsavant.mlb.com/savant-player/adam-plutko-592644?stats=statcast-r-pitching-mlb
Adam Wainwright,https://baseballsavant.mlb.com/savant-player/adam-wainwright-425794?stats=statcast-r-pitching-mlb
Adam Warren,https://baseballsavant.mlb.com/savant-player/adam-warren-476589?stats=statcast-r-pitching-mlb
Addison Reed,https://baseballsavant.mlb.com/savant-player/addison-reed-592665?stats=statcast-r-pitching-mlb
Adrian Houser,https://baseballsavant.mlb.com/savant-player/adrian-houser-605288?stats=statcast-r-pitching-mlb
Al Leiter,https://baseballsavant.mlb.com/savant-player/al-leiter-117652?stats=career-r-pitching-mlb
Alec Asher,https://baseballsavant.mlb.com/savant-player/alec-asher-594742?stats=statcast-r-pitching-mlb
Alec Bettinger,https://baseballsavant.mlb.com/savant-player/alec-bettinger-676424?stats=statcast-r-pitching-mlb
Alec Hansen,https://baseballsavant.mlb.com/savant-player/alec-hansen-641662?stats=career-r-pitching-milb
Alek Manoah,https://baseballsavant.mlb.com/savant-player/alek-manoah-666201?stats=statcast-r-pitching-mlb
Alex Cobb,https://baseballsavant.mlb.com/savant-player/alex-cobb-502171?stats=statcast-r-pitching-mlb
Alex Lange,https://baseballsavant.mlb.com/savant-player/alex-lange-656638?stats=statcast-r-pitching-mlb
Alex McRae,https://baseballsavant.mlb.com/savant-player/alex-mcrae-656725?stats=statcast-r-pitching-mlb
Alex Meyer,https://baseballsavant.mlb.com/savant-player/alex-meyer-543542?stats=statcast-r-pitching-mlb
Alex Vesia,https://baseballsavant.mlb.com/savant-player/alex-vesia-681911?stats=statcast-r-pitching-mlb
Alex White,https://baseballsavant.mlb.com/savant-player/alex-white-502229?stats=career-r-pitching-mlb
