name,url
Clay Buchholz,https://baseballsavant.mlb.com/savant-player/clay-buchholz-453329?stats=statcast-r-pitching-mlb
Clay Holmes,https://baseballsavant.mlb.com/savant-player/clay-holmes-605280?stats=statcast-r-pitching-mlb
Clayton Blackburn,https://baseballsavant.mlb.com/savant-player/clayton-blackburn-607185?stats=career-r-pitching-milb
Clayton Kershaw,https://baseballsavant.mlb.com/savant-player/clayton-kershaw-477132?stats=statcast-r-pitching-mlb
Clayton Richard,https://baseballsavant.mlb.com/savant-player/clayton-richard-453385?stats=statcast-r-pitching-mlb
Cliff Lee,https://baseballsavant.mlb.com/savant-player/cliff-lee-424324?stats=career-r-pitching-mlb
Codi Heuer,https://baseballsavant.mlb.com/savant-player/codi-heuer-676051?stats=statcast-r-pitching-mlb
Cody Allen,https://baseballsavant.mlb.com/savant-player/cody-allen-592102?stats=statcast-r-pitching-mlb
Cody Anderson,https://baseballsavant.mlb.com/savant-player/cody-anderson-594736?stats=statcast-r-pitching-mlb
Cody Eppley,https://baseballsavant.mlb.com/savant-player/cody-eppley-543136?stats=career-r-pitching-mlb
Cody Martin,https://baseballsavant.mlb.com/savant-player/cody-martin-592533?stats=statcast-r-pitching-mlb
Cody Morris,https://baseballsavant.mlb.com/savant-player/cody-morris-663752?stats=statcast-r-pitching-mlb
Cody Ponce,https://baseballsavant.mlb.com/savant-player/cody-ponce-664074?stats=statcast-r-pitching-mlb
Cody Stashak,https://baseballsavant.mlb.com/savant-player/cody-stashak-664054?stats=statcast-r-pitching-mlb
Colby Lewis,https://baseballsavant.mlb.com/savant-player/colby-lewis-407890?stats=statcast-r-pitching-mlb
Cole Ragans,https://baseballsavant.mlb.com/savant-player/cole-ragans-666142?stats=statcast-r-pitching-mlb
Cole Sulser,https://baseballsavant.mlb.com/savant-player/cole-sulser-642121?stats=statcast-r-pitching-mlb
Colin Holderman,https://baseballsavant.mlb.com/savant-player/colin-holderman-670059?stats=statcast-r-pitching-mlb
Colin Poche,https://baseballsavant.mlb.com/savant-player/colin-poche-621363?stats=statcast-r-pitching-mlb
Colin Rea,https://baseballsavant.mlb.com/savant-player/colin-rea-607067?stats=statcast-r-pitching-mlb
Collin McHugh,https://baseballsavant.mlb.com/savant-player/collin-mchugh-543521?stats=statcast-r-pitching-mlb
Colt Hynes,https://baseballsavant.mlb.com/savant-player/colt-hynes-518833?stats=statcast-r-pitching-mlb
Conner Greene,https://baseballsavant.mlb.com/savant-player/conner-greene-641632?stats=statcast-r-pitching-mlb
Conner Menez,https://baseballsavant.mlb.com/savant-player/conner-menez-669214?stats=statcast-r-pitching-mlb
Connor Brogdon,https://baseballsavant.mlb.com/savant-player/connor-brogdon-641401?stats=statcast-r-pitching-mlb
Connor Overton,https://baseballsavant.mlb.com/savant-player/connor-overton-656818?stats=statcast-r-pitching-mlb
Cooper Criswell,https://baseballsavant.mlb.com/savant-player/cooper-criswell-681867?stats=statcast-r-pitching-mlb
Corbin Burnes,https://baseballsavant.mlb.com/savant-player/corbin-burnes-669203?stats=statcast-r-pitching-mlb
Corbin Martin,https://baseballsavant.mlb.com/savant-player/corbin-martin-656686?stats=statcast-r-pitching-mlb
Corey Black,https://baseballsavant.mlb.com/savant-player/corey-black-621203?stats=career-r-pitching-milb
Corey Kluber,https://baseballsavant.mlb.com/savant-player/corey-kluber-446372?stats=statcast-r-pitching-mlb
Corey Knebel,https://baseballsavant.mlb.com/savant-player/corey-knebel-608349?stats=statcast-r-pitching-mlb
Corey Oswalt,https://baseballsavant.mlb.com/savant-player/corey-oswalt-621261?stats=statcast-r-pitching-mlb
Cory Luebke,https://baseballsavant.mlb.com/savant-player/cory-luebke-458537?stats=statcast-r-pitching-mlb
Craig Kimbrel,https://baseballsavant.mlb.com/savant-player/craig-kimbrel-518886?stats=statcast-r-pitching-mlb
Curt Schilling,https://baseballsavant.mlb.com/savant-player/curt-schilling-121811?stats=career-r-pitching-mlb
Cy Sneed,https://baseballsavant.mlb.com/savant-player/cy-sneed-605482?stats=statcast-r-pitching-mlb
Dakody Clemmer,https://baseballsavant.mlb.com/savant-player/dakody-clemmer-669734?stats=career-r-pitching-milb
Dallas Beeler,https://baseballsavant.mlb.com/savant-player/dallas-beeler-542923?stats=statcast-r-pitching-mlb
Dallas Keuchel,https://baseballsavant.mlb.com/savant-player/dallas-keuchel-572971?stats=statcast-r-pitching-mlb
Damien Magnifico,https://baseballsavant.mlb.com/savant-player/damien-magnifico-571911?stats=statcast-r-pitching-mlb
Dan Haren,https://baseballsavant.mlb.com/savant-player/dan-haren-429717?stats=statcast-r-pitching-mlb
Dan Jennings,https://baseballsavant.mlb.com/savant-player/dan-jennings-543359?stats=statcast-r-pitching-mlb
Dan Otero,https://baseballsavant.mlb.com/savant-player/dan-otero-519096?stats=statcast-r-pitching-mlb
Dane Dunning,https://baseballsavant.mlb.com/savant-player/dane-dunning-641540?stats=statcast-r-pitching-mlb
Daniel Bard,https://baseballsavant.mlb.com/savant-player/daniel-bard-453268?stats=statcast-r-pitching-mlb
Daniel Coulombe,https://baseballsavant.mlb.com/savant-player/danny-coulombe-543056?stats=statcast-r-pitching-mlb
Daniel Hudson,https://baseballsavant.mlb.com/savant-player/daniel-hudson-543339?stats=statcast-r-pitching-mlb
Daniel Lynch,https://baseballsavant.mlb.com/savant-player/daniel-lynch-663738?stats=statcast-r-pitching-mlb
Daniel Norris,https://baseballsavant.mlb.com/savant-player/daniel-norris-596057?stats=statcast-r-pitching-mlb
Daniel Schlereth,https://baseballsavant.mlb.com/savant-player/daniel-schlereth-519259?stats=career-r-pitching-mlb
Daniel Stumpf,https://baseballsavant.mlb.com/savant-player/daniel-stumpf-621385?stats=statcast-r-pitching-mlb
Daniel Webb,https://baseballsavant.mlb.com/savant-player/daniel-webb-543900?stats=statcast-r-pitching-mlb
Daniel Winkler,https://baseballsavant.mlb.com/savant-player/dan-winkler-595465?stats=statcast-r-pitching-mlb
Danny Barnes,https://baseballsavant.mlb.com/savant-player/danny-barnes-592130?stats=statcast-r-pitching-mlb
Danny Burawa,https://baseballsavant.mlb.com/savant-player/danny-burawa-592181?stats=statcast-r-pitching-mlb
