Season,Tm,LG,BF,W,L,ERA,G,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
2020,STL,NL,17,0,0,1.93,4,0,0,4.2,2,1,1,1,1,5,0.64
2021,STL,NL,101,0,0,2.49,25,0,0,25.1,15,8,7,1,12,27,1.07
