Season,Tm,LG,BF,W,L,ERA,G,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
2008,SD,NL,104,1,3,8.02,5,4,0,21.1,29,19,19,7,15,14,2.06
2009,SD,NL,194,3,1,3.69,9,9,0,46.1,35,19,19,6,19,30,1.17
2010,SD,NL,625,8,12,4.25,26,25,0,146.0,157,69,69,24,51,110,1.42
2011,SD,NL,339,5,6,4.63,14,14,0,79.2,84,42,41,7,28,51,1.41
2012,MIA,NL,284,2,5,3.67,25,9,0,68.2,71,30,28,7,19,43,1.31
2013,MIA,NL,222,1,5,5.18,13,7,0,48.2,63,30,28,6,15,31,1.60
2013,HOU,AL,37,0,0,7.11,4,0,0,6.1,9,10,5,1,5,2,2.21
2013,2 Teams,,259,1,5,5.40,17,7,0,55.0,72,40,33,7,20,33,1.67
2014,NYY,AL,7,0,0,18.00,1,0,0,1.0,2,2,2,0,1,0,3.00
2014,LAA,AL,114,1,1,3.45,10,3,0,28.2,25,11,11,2,6,21,1.08
2014,2 Teams,,121,1,1,3.94,11,3,0,29.2,27,13,13,2,7,21,1.15
2016,SEA,AL,208,3,0,4.50,11,8,1,50.0,52,27,25,14,9,41,1.22
2016,PIT,NL,44,1,0,0.75,8,0,1,12.0,7,3,1,0,2,10,0.75
2016,2 Teams,,252,4,0,3.77,19,8,2,62.0,59,30,26,14,11,51,1.13
2017,PIT,NL,283,5,2,4.50,50,0,1,68.0,64,35,34,10,17,54,1.19
2018,SEA,AL,662,9,5,3.72,32,27,0,162.0,151,74,67,24,40,130,1.18
2019,SEA,AL,532,6,7,5.71,26,8,0,121.1,145,80,77,28,31,92,1.45
2020,BAL,AL,103,1,0,8.06,6,6,0,22.1,27,20,20,6,8,13,1.57
2021,BAL,AL,33,0,1,9.45,6,1,0,6.2,11,7,7,1,1,6,1.80
2021,STL,NL,188,0,1,3.61,12,8,0,42.1,45,17,17,7,16,23,1.44
