Season,Tm,LG,BF,W,L,ERA,G,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
2011,TB,AL,224,3,2,3.42,9,9,0,52.2,49,21,20,3,21,37,1.33
2012,TB,AL,569,11,9,4.03,23,23,0,136.1,130,67,61,11,40,106,1.25
2013,TB,AL,578,11,3,2.76,22,22,0,143.1,120,46,44,13,45,134,1.15
2014,TB,AL,681,10,9,2.87,27,27,0,166.1,142,56,53,11,47,149,1.14
2016,TB,AL,104,1,2,8.59,5,5,0,22.0,32,22,21,5,7,16,1.77
2017,TB,AL,742,12,10,3.66,29,29,0,179.1,175,78,73,22,44,128,1.22
2018,BAL,AL,661,5,15,4.90,28,28,0,152.1,172,93,83,24,43,102,1.41
2019,BAL,AL,60,0,2,10.95,3,3,0,12.1,21,16,15,9,2,8,1.86
2020,BAL,AL,226,2,5,4.30,10,10,0,52.1,52,27,25,8,18,38,1.34
2021,LAA,AL,393,8,3,3.76,18,18,0,93.1,85,46,39,5,33,98,1.26
2022,SF,NL,631,7,8,3.73,28,28,0,149.2,152,72,62,9,43,151,1.30
