Season,Tm,LG,BF,W,L,ERA,G,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
2006,BOS,AL,367,7,2,4.76,15,15,0,81.1,91,43,43,7,43,60,1.65
2007,BOS,AL,275,4,0,4.57,12,11,0,63.0,61,33,32,10,31,50,1.46
2008,BOS,AL,874,16,6,3.21,33,33,0,210.1,202,78,75,14,66,152,1.27
2009,BOS,AL,843,15,8,3.41,32,32,0,203.1,186,80,77,20,64,225,1.23
2010,BOS,AL,861,19,9,3.25,32,32,0,208.0,167,81,75,14,83,225,1.20
2011,BOS,AL,799,15,9,3.47,31,31,0,191.2,166,77,74,20,75,182,1.26
2012,BOS,AL,876,9,14,4.82,33,33,0,205.1,216,117,110,25,68,166,1.38
2013,BOS,AL,903,15,8,3.75,33,33,0,213.1,209,94,89,19,67,177,1.29
2014,BOS,AL,580,10,7,2.52,21,21,0,143.0,128,52,40,9,32,149,1.12
2014,OAK,AL,305,6,4,2.35,11,11,0,76.2,66,24,20,7,16,71,1.07
2014,2 Teams,,885,16,11,2.46,32,32,0,219.2,194,76,60,16,48,220,1.10
2015,CHC,NL,828,11,12,3.34,32,32,0,205.0,183,83,76,16,47,207,1.12
2016,CHC,NL,796,19,5,2.44,32,32,0,202.2,154,57,55,21,52,197,1.02
2017,CHC,NL,763,13,8,4.33,32,32,0,180.2,179,101,87,26,60,180,1.32
2018,CHC,NL,761,18,6,3.32,32,32,0,181.2,174,75,67,24,64,149,1.31
2019,CHC,NL,764,13,10,4.46,31,31,0,171.2,205,101,85,26,52,165,1.50
2020,CHC,NL,265,3,3,5.16,12,12,0,61.0,64,35,35,11,17,42,1.33
2021,WSH,NL,342,3,5,5.02,16,16,0,75.1,91,50,42,14,29,51,1.59
2021,STL,NL,285,4,1,4.36,12,12,0,66.0,68,34,32,11,26,40,1.42
