Season,Tm,LG,BF,W,L,ERA,G,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
2004,PIT,NL,318,5,5,5.02,13,13,0,71.2,86,41,40,9,28,30,1.59
2008,PIT,NL,254,1,1,4.74,58,0,0,57.0,57,31,30,7,34,43,1.60
2009,PIT,NL,133,1,2,3.06,38,0,1,32.1,22,12,11,3,15,23,1.14
2009,WSH,NL,104,1,1,3.20,33,0,0,25.1,14,9,9,3,13,20,1.07
2009,2 Teams,,237,2,3,3.12,71,0,1,57.2,36,21,20,6,28,43,1.11
2010,WSH,NL,261,1,7,2.14,73,0,3,63.0,52,17,15,3,20,62,1.14
2011,WSH,NL,242,5,5,3.81,69,0,4,56.2,54,24,24,6,21,33,1.32
2012,WSH,NL,239,1,2,2.38,70,0,2,56.2,58,16,15,4,12,57,1.24
2013,LAA,AL,40,0,0,0.93,13,0,0,9.2,9,1,1,1,4,7,1.34
2014,LAA,AL,3,0,0,13.50,3,0,0,0.2,1,1,1,0,0,0,1.50
