Season,Tm,LG,BF,W,L,ERA,G,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
1997,CWS,AL,267,4,4,5.04,11,11,0,60.2,62,36,34,11,31,36,1.53
1998,CWS,AL,491,3,8,5.38,33,17,0,107.0,114,78,64,24,64,73,1.66
1999,CWS,AL,129,1,1,7.56,21,0,0,25.0,38,22,21,6,15,17,2.12
2000,CWS,AL,93,1,1,6.63,13,1,0,19.0,29,15,14,3,12,16,2.16
2001,TOR,AL,66,1,2,3.45,17,0,2,15.2,15,6,6,1,7,16,1.40
2002,TOR,AL,283,2,4,4.97,49,3,0,63.1,69,37,35,4,29,51,1.55
2002,SF,NL,50,0,0,1.59,21,0,0,11.1,11,4,2,0,7,7,1.59
2002,2 Teams,,333,2,4,4.46,70,3,0,74.2,80,41,37,4,36,58,1.55
2003,SF,NL,256,2,1,3.32,74,0,1,57.0,60,23,21,4,26,35,1.51
2004,SF,NL,229,2,2,4.10,83,0,1,52.2,43,26,24,8,27,49,1.33
2005,SF,NL,277,2,2,2.63,86,0,0,68.1,48,21,20,3,26,65,1.08
2006,CHC,NL,266,1,3,3.38,74,0,0,61.1,61,25,23,11,30,73,1.48
2007,CHC,NL,240,2,1,4.13,55,0,0,52.1,59,26,24,3,35,45,1.80
2008,CHC,NL,53,2,0,7.15,19,0,0,11.1,15,9,9,1,4,14,1.68
2008,PHI,NL,53,3,0,1.88,19,0,0,14.1,8,3,3,1,3,18,0.77
2008,2 Teams,,106,5,0,4.21,38,0,0,25.2,23,12,12,2,7,32,1.17
