Season,Tm,LG,BF,W,L,ERA,G,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
2019,KC,AL,33,0,0,7.36,9,0,0,7.1,5,6,6,2,6,10,1.50
2020,KC,AL,30,0,1,7.94,8,0,0,5.2,9,5,5,1,4,6,2.29
2021,KC,AL,33,0,0,1.17,7,0,0,7.2,10,3,1,0,0,5,1.30
2022,KC,AL,77,0,1,2.33,17,1,0,19.1,16,5,5,2,5,14,1.09
