Season,Tm,LG,BF,W,L,ERA,G,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
2008,SF,NL,130,3,1,2.12,29,0,0,34.0,16,13,8,3,8,33,0.71
2009,SF,NL,143,5,2,3.97,45,0,2,34.0,30,15,15,1,11,41,1.21
2010,SF,NL,247,5,3,2.18,68,0,0,62.0,46,16,15,6,14,70,0.97
2011,SF,NL,175,3,1,1.50,65,0,1,48.0,29,8,8,2,5,70,0.71
2012,SF,NL,215,4,2,1.79,69,0,14,55.1,37,11,11,5,10,63,0.85
2013,SF,NL,250,5,8,2.54,65,0,38,60.1,53,20,17,5,12,58,1.08
2014,SF,NL,230,6,4,3.72,64,0,23,58.0,43,24,24,9,12,59,0.95
2015,SF,NL,230,0,5,2.98,70,0,2,57.1,51,20,19,3,10,71,1.06
2016,SF,NL,117,1,0,2.64,40,0,4,30.2,26,9,9,5,7,33,1.08
2017,LAD,NL,108,1,1,6.12,30,0,0,25.0,23,17,17,7,12,31,1.40
2017,TB,AL,116,2,0,1.47,25,0,0,30.2,19,6,5,2,7,28,0.85
2017,2 Teams,,224,3,1,3.56,55,0,0,55.2,42,23,22,9,19,59,1.10
2018,TB,AL,284,3,4,4.14,73,5,25,67.1,65,31,31,11,20,75,1.26
2019,MIA,NL,156,2,0,3.58,38,0,17,37.2,33,18,15,4,13,33,1.22
2019,MIN,AL,93,0,1,3.18,27,0,3,22.2,17,9,8,3,4,27,0.93
2019,2 Teams,,249,2,1,3.43,65,0,20,60.1,50,27,23,7,17,60,1.11
2020,MIN,AL,87,1,2,4.05,24,0,5,20.0,16,9,9,3,7,23,1.15
2021,OAK,AL,259,1,1,4.67,66,0,3,61.2,56,33,32,9,21,60,1.25
2022,SEA,AL,65,0,0,8.16,17,0,0,14.1,18,13,13,6,4,11,1.53
2022,TOR,AL,14,0,1,4.91,6,0,0,3.2,1,3,2,1,2,3,0.82
