Season,Tm,LG,BF,W,L,ERA,G,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
2012,TEX,AL,65,1,1,9.00,5,2,0,14.0,22,14,14,1,3,13,1.79
2013,TEX,AL,406,7,7,6.37,17,17,0,89.0,116,67,63,15,31,68,1.65
2013,CHC,NL,36,0,2,2.00,10,0,0,9.0,4,3,2,0,3,8,0.78
2013,2 Teams,,442,7,9,5.97,27,17,0,98.0,120,70,65,15,34,76,1.57
2014,CHC,NL,292,5,2,3.78,73,0,0,69.0,59,32,29,4,27,70,1.25
2015,CHC,NL,204,3,5,1.99,62,0,3,49.2,31,18,11,4,26,67,1.15
2016,CHC,NL,225,2,1,4.10,68,0,0,52.2,47,24,24,5,23,65,1.33
2017,CHC,NL,232,1,2,5.53,50,0,1,55.1,47,34,34,12,27,59,1.34
2018,KC,AL,67,1,3,13.50,16,0,0,12.2,17,19,19,2,14,8,2.45
2018,SEA,AL,16,0,0,1.93,5,0,0,4.2,2,1,1,1,0,3,0.43
2018,2 Teams,,83,1,3,10.38,21,0,0,17.1,19,20,20,3,14,11,1.90
2020,MIL,NL,27,0,0,17.36,4,0,0,4.2,9,9,9,4,4,6,2.79
