Season,Tm,LG,BF,W,L,ERA,G,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
2019,BOS,AL,102,0,1,3.86,16,3,0,23.1,23,11,10,1,10,18,1.41
2020,BAL,AL,116,3,2,2.81,22,0,1,25.2,25,11,8,2,13,25,1.48
2021,BAL,AL,123,1,4,5.79,24,1,0,28.0,23,20,18,4,17,24,1.43
