Season,Tm,LG,BF,W,L,ERA,G,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
2011,TOR,AL,11,0,0,13.50,3,0,0,2.0,4,4,3,0,2,1,3.00
2013,SEA,AL,228,0,3,4.20,46,0,16,55.2,44,29,26,2,22,79,1.19
2014,SEA,AL,290,3,1,2.66,66,0,1,71.0,58,23,21,5,22,81,1.13
2015,SEA,AL,219,1,8,5.12,43,0,1,51.0,53,33,29,9,17,48,1.37
2016,TB,AL,158,1,0,3.06,35,0,0,35.1,33,14,12,8,15,46,1.36
2017,TB,AL,154,2,2,4.11,37,0,0,35.0,28,16,16,2,22,33,1.43
2017,CWS,AL,61,2,0,4.40,15,0,0,14.1,11,7,7,1,6,12,1.19
2017,2 Teams,,215,4,2,4.20,52,0,0,49.1,39,23,23,3,28,45,1.36
