Season,Tm,LG,BF,W,L,ERA,G,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
2016,TOR,AL,58,0,0,3.95,12,0,0,13.2,14,6,6,0,5,14,1.39
2017,TOR,AL,265,3,6,3.55,60,0,0,66.0,48,26,26,11,24,62,1.09
