Season,Tm,LG,BF,W,L,ERA,G,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
2011,KC,AL,265,1,1,4.62,24,3,1,60.1,63,34,31,5,26,36,1.48
2012,KC,AL,148,0,3,2.34,12,2,0,34.2,37,13,9,4,13,22,1.44
2014,TEX,AL,45,0,0,4.50,7,0,0,10.0,11,5,5,2,5,9,1.60
