Season,Tm,LG,BF,W,L,ERA,G,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
2016,TEX,AL,246,7,3,2.09,53,0,0,60.1,54,16,14,4,16,49,1.16
2017,TEX,AL,252,2,1,5.49,50,0,2,57.1,64,36,35,7,22,57,1.50
2018,TEX,AL,104,2,0,2.39,22,0,0,26.1,19,11,7,2,5,26,0.91
