Season,Tm,LG,BF,W,L,ERA,G,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
2021,SD,NL,401,4,7,5.32,30,18,1,94.2,101,57,56,20,30,72,1.38
2022,SD,NL,21,0,0,9.82,1,1,0,3.2,6,4,4,0,4,3,2.73
