Season,Tm,LG,BF,W,L,ERA,G,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
2019,CLE,AL,22,0,0,1.69,5,0,0,5.1,3,1,1,0,1,8,0.75
2020,CLE,AL,109,1,2,2.67,27,0,1,27.0,14,9,8,1,16,53,1.11
2021,CLE,AL,235,7,4,4.07,60,0,11,55.1,35,27,25,9,32,78,1.21
2022,CLE,AL,160,2,0,2.08,38,0,3,39.0,22,9,9,2,21,62,1.10
