Season,Tm,LG,BF,W,L,ERA,G,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
2003,PHI,NL,6,0,0,0.00,1,0,0,2.0,0,0,0,0,0,0,0.00
2004,PHI,NL,312,9,3,2.34,52,1,1,77.0,68,23,20,6,19,55,1.13
2005,PHI,NL,365,6,5,4.14,78,0,0,87.0,84,44,40,11,25,79,1.25
2006,PHI,NL,620,11,9,5.69,50,17,2,134.1,176,92,85,20,50,99,1.68
2007,PHI,NL,237,2,2,3.05,38,0,1,56.0,48,19,19,5,23,43,1.27
2008,PHI,NL,340,4,2,3.05,76,0,1,82.2,79,29,28,6,23,67,1.23
2009,PHI,NL,320,5,5,3.26,79,0,10,77.1,73,29,28,7,22,78,1.23
2010,PHI,NL,217,6,2,2.55,55,0,5,53.0,42,16,15,4,13,64,1.04
2011,PHI,NL,246,4,2,2.37,62,0,32,60.2,54,16,16,2,16,62,1.15
2015,KC,AL,248,1,2,2.13,68,0,3,63.1,47,17,15,5,14,58,0.96
2016,OAK,AL,270,6,7,3.62,63,0,30,64.2,63,27,26,7,20,49,1.28
2017,OAK,AL,144,2,4,2.06,40,0,1,39.1,25,9,9,2,6,39,0.79
2017,WSH,NL,75,3,0,1.37,20,0,1,19.2,13,3,3,0,3,28,0.81
2017,2 Teams,,219,5,4,1.83,60,0,2,59.0,38,12,12,2,9,67,0.80
2018,WSH,NL,195,2,5,5.28,49,0,4,44.1,48,28,26,6,15,41,1.42
2018,LAD,NL,36,0,0,6.48,9,0,0,8.1,10,6,6,1,1,13,1.32
