Season,Tm,LG,BF,W,L,ERA,G,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
2015,BOS,AL,61,0,1,4.15,17,0,0,13.0,13,12,6,3,7,13,1.54
2016,BOS,AL,61,0,0,6.23,14,0,0,13.0,16,9,9,4,8,15,1.85
2017,BOS,AL,18,0,0,3.86,2,0,0,4.2,3,2,2,2,1,4,0.86
2017,LAA,AL,31,0,0,2.16,10,0,0,8.1,3,3,2,0,4,10,0.84
2017,2 Teams,,49,0,0,2.77,12,0,0,13.0,6,5,4,2,5,14,0.85
2018,LAA,AL,353,7,5,4.54,69,1,1,83.1,75,43,42,15,30,95,1.26
2019,LAA,AL,280,5,4,3.99,51,7,0,67.2,59,30,30,9,20,79,1.17
2020,LAA,AL,85,1,0,3.00,21,0,0,21.0,15,7,7,2,9,14,1.14
2021,LAA,AL,15,0,0,5.40,2,0,0,3.1,5,2,2,1,1,0,1.80
2021,AZ,NL,132,0,2,2.76,36,0,1,32.2,18,12,10,2,11,29,0.89
2021,2 Teams,,147,0,2,3.00,38,0,1,36.0,23,14,12,3,12,29,0.97
