Season,Tm,LG,BF,W,L,ERA,G,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
2011,STL,NL,136,1,1,3.12,18,2,1,34.2,25,12,12,3,11,40,1.04
2012,STL,NL,744,18,7,3.78,35,29,0,176.0,168,76,74,16,64,180,1.32
2013,STL,NL,856,15,10,3.97,33,33,0,201.2,189,92,89,14,76,198,1.31
2014,STL,NL,866,15,10,2.74,33,33,0,203.2,185,72,62,13,72,181,1.26
2015,STL,NL,751,12,11,3.03,31,31,0,175.1,172,66,59,13,68,167,1.37
2017,STL,NL,776,11,8,3.43,33,33,0,186.1,151,80,71,27,78,153,1.23
2018,MIN,AL,469,7,8,5.10,20,20,0,102.1,105,61,58,12,62,100,1.63
2018,NYY,AL,231,3,2,4.14,11,9,0,54.1,58,26,25,2,14,61,1.33
2018,2 Teams,,700,10,10,4.77,31,29,0,156.2,163,87,83,14,76,161,1.53
2019,TEX,AL,875,16,11,3.67,33,33,0,208.1,195,89,85,21,59,246,1.22
2020,TEX,AL,344,6,3,3.32,13,13,0,84.0,64,34,31,13,25,89,1.06
2021,CWS,AL,641,11,6,2.69,28,28,0,157.0,123,52,47,18,45,176,1.07
2022,CWS,AL,512,8,7,3.99,21,21,0,121.2,119,65,54,19,19,124,1.13
