Season,Tm,LG,BF,W,L,ERA,G,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
2015,CLE,AL,30,0,0,2.25,8,0,0,8.0,5,2,2,1,2,11,0.88
2016,CLE,AL,44,0,0,2.53,10,0,0,10.2,9,3,3,1,5,7,1.31
2017,CLE,AL,108,1,0,4.38,21,0,0,24.2,23,12,12,5,10,20,1.34
2018,SEA,AL,57,0,1,1.23,14,0,1,14.2,9,2,2,1,3,15,0.82
2019,SEA,AL,23,0,1,14.73,4,0,0,3.2,8,6,6,1,3,3,3.00
2019,BAL,AL,248,1,0,5.13,51,0,4,54.1,58,32,31,7,26,60,1.55
2019,2 Teams,,271,1,1,5.74,55,0,4,58.0,66,38,37,8,29,63,1.64
2020,BAL,AL,57,2,0,1.80,14,0,0,15.0,9,6,3,1,3,14,0.80
2021,BAL,AL,100,0,0,8.55,20,0,0,20.0,28,20,19,5,10,22,1.90
2021,TB,AL,65,1,0,4.50,11,0,0,16.0,11,8,8,5,5,22,1.00
2021,2 Teams,,165,1,0,6.75,31,0,0,36.0,39,28,27,10,15,44,1.50
2022,MIA,NL,34,0,0,10.80,7,0,0,6.2,10,10,8,1,3,5,1.95
2022,TB,AL,235,2,3,3.60,43,3,2,55.0,56,22,22,6,14,61,1.27
