Season,Tm,LG,BF,W,L,ERA,G,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
2021,MIA,NL,246,1,0,4.12,50,0,0,54.2,54,29,25,3,24,51,1.43
2022,MIA,NL,83,2,0,3.60,18,0,0,20.0,23,9,8,1,2,14,1.25
2022,TOR,AL,74,2,0,1.89,17,0,0,19.0,18,4,4,1,2,11,1.05
2022,2 Teams,,157,4,0,2.77,35,0,0,39.0,41,13,12,2,4,25,1.15
