Season,Tm,LG,BF,W,L,ERA,G,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
1994,TEX,AL,228,3,2,5.88,9,9,0,52.0,62,34,34,14,18,25,1.54
1995,TEX,AL,62,0,2,6.57,3,3,0,12.1,17,11,9,2,8,5,2.03
1996,TEX,AL,92,1,2,7.52,6,2,0,20.1,23,17,17,7,9,16,1.57
1996,FLA,NL,106,2,1,1.95,5,4,0,27.2,14,6,6,2,7,26,0.76
1996,2 Teams,,198,3,3,4.31,11,6,0,48.0,37,23,23,9,16,42,1.10
1997,FLA,NL,324,2,6,4.38,31,8,0,76.0,61,38,37,12,48,53,1.43
1997,TEX,AL,226,3,3,4.58,10,8,0,55.0,47,29,28,5,21,46,1.24
1997,2 Teams,,550,5,9,4.47,41,16,0,131.0,108,67,65,17,69,99,1.35
1998,TEX,AL,922,20,7,4.41,33,33,0,216.1,209,109,106,27,78,164,1.33
1999,TEX,AL,943,13,11,4.84,35,35,0,219.1,228,127,118,41,85,131,1.43
2000,TEX,AL,963,16,13,4.48,35,35,0,217.0,212,122,108,29,99,146,1.43
2001,TEX,AL,941,12,11,5.17,34,34,0,215.2,256,134,124,38,63,154,1.48
2002,AZ,NL,751,10,12,4.51,30,30,0,175.2,180,94,88,31,48,120,1.30
2003,BAL,AL,603,7,8,5.71,24,24,0,138.2,156,90,88,30,40,86,1.41
2003,FLA,NL,62,1,0,0.55,11,0,0,16.1,11,1,1,1,5,12,0.98
2003,2 Teams,,665,8,8,5.17,35,24,0,155.0,167,91,89,31,45,98,1.37
2005,MIL,NL,199,3,1,2.39,15,7,0,49.0,39,13,13,2,18,42,1.16
