Season,Tm,LG,BF,W,L,ERA,G,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
2018,CWS,AL,33,1,2,4.50,10,0,0,8.0,6,5,4,2,2,5,1.00
2020,CWS,AL,20,0,0,4.50,4,0,0,4.0,4,2,2,0,5,4,2.25
2022,MIN,AL,11,0,0,6.75,1,0,0,2.2,3,2,2,1,1,0,1.50
