Season,Tm,LG,BF,W,L,ERA,G,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
2017,SEA,AL,196,2,3,3.22,34,0,0,50.1,39,20,18,7,8,56,0.93
2018,OAK,AL,262,3,1,4.35,55,0,0,62.0,55,30,30,13,19,63,1.19
2019,TB,AL,267,4,2,2.31,66,0,20,70.0,45,19,18,12,13,96,0.83
2020,SD,NL,87,0,1,4.50,22,0,2,22.0,14,11,11,4,9,23,1.05
2021,SD,NL,263,4,3,4.83,67,0,0,63.1,56,35,34,16,18,69,1.17
2022,MIN,AL,274,4,6,4.43,59,0,9,63.0,60,36,31,12,26,84,1.37
