,Season,ab,h,2b,3b,hr,rbi,bb,ibb,so,avg,obp,slg,ops
0,2018,15,4,1,1,0,2,0,0,4,.267,.267,.467,.734
1,2019,256,70,14,1,6,24,24,0,73,.273,.348,.406,.754
2,2020,120,31,5,0,2,14,23,0,37,.258,.388,.350,.738
3,2021,233,49,10,1,4,19,32,0,61,.210,.311,.313,.624
4,2022,358,86,17,3,4,28,42,0,89,.240,.324,.338,.662
5,2023,250,73,10,2,2,18,16,1,51,.292,.335,.372,.707
6,2018,15,4,1,1,0,2,0,0,4,.267,.267,.467,.734
7,2019,256,70,14,1,6,24,24,0,73,.273,.348,.406,.754
8,2020,120,31,5,0,2,14,23,0,37,.258,.388,.350,.738
9,2021,233,49,10,1,4,19,32,0,61,.210,.311,.313,.624
10,2022,358,86,17,3,4,28,42,0,89,.240,.324,.338,.662
11,2023,250,73,10,2,2,18,16,1,51,.292,.335,.372,.707
12,2018,15,4,1,1,0,2,0,0,4,.267,.267,.467,.734
13,2019,256,70,14,1,6,24,24,0,73,.273,.348,.406,.754
14,2020,120,31,5,0,2,14,23,0,37,.258,.388,.350,.738
15,2021,233,49,10,1,4,19,32,0,61,.210,.311,.313,.624
16,2022,358,86,17,3,4,28,42,0,89,.240,.324,.338,.662
17,2023,250,73,10,2,2,18,16,1,51,.292,.335,.372,.707
18,2018,15,4,1,1,0,2,0,0,4,.267,.267,.467,.734
19,2019,256,70,14,1,6,24,24,0,73,.273,.348,.406,.754
20,2020,120,31,5,0,2,14,23,0,37,.258,.388,.350,.738
21,2021,233,49,10,1,4,19,32,0,61,.210,.311,.313,.624
22,2022,358,86,17,3,4,28,42,0,89,.240,.324,.338,.662
23,2023,250,73,10,2,2,18,16,1,51,.292,.335,.372,.707
24,2018,15,4,1,1,0,2,0,0,4,.267,.267,.467,.734
25,2019,256,70,14,1,6,24,24,0,73,.273,.348,.406,.754
26,2020,120,31,5,0,2,14,23,0,37,.258,.388,.350,.738
27,2021,233,49,10,1,4,19,32,0,61,.210,.311,.313,.624
28,2022,358,86,17,3,4,28,42,0,89,.240,.324,.338,.662
29,2023,250,73,10,2,2,18,16,1,51,.292,.335,.372,.707
30,2018,15,4,1,1,0,2,0,0,4,.267,.267,.467,.734
31,2019,256,70,14,1,6,24,24,0,73,.273,.348,.406,.754
32,2020,120,31,5,0,2,14,23,0,37,.258,.388,.350,.738
33,2021,233,49,10,1,4,19,32,0,61,.210,.311,.313,.624
34,2022,358,86,17,3,4,28,42,0,89,.240,.324,.338,.662
35,2023,250,73,10,2,2,18,16,1,51,.292,.335,.372,.707
36,2018,15,4,1,1,0,2,0,0,4,.267,.267,.467,.734
37,2019,256,70,14,1,6,24,24,0,73,.273,.348,.406,.754
38,2020,120,31,5,0,2,14,23,0,37,.258,.388,.350,.738
39,2021,233,49,10,1,4,19,32,0,61,.210,.311,.313,.624
40,2022,358,86,17,3,4,28,42,0,89,.240,.324,.338,.662
41,2023,250,73,10,2,2,18,16,1,51,.292,.335,.372,.707
42,2018,15,4,1,1,0,2,0,0,4,.267,.267,.467,.734
43,2019,256,70,14,1,6,24,24,0,73,.273,.348,.406,.754
44,2020,120,31,5,0,2,14,23,0,37,.258,.388,.350,.738
45,2021,233,49,10,1,4,19,32,0,61,.210,.311,.313,.624
46,2022,358,86,17,3,4,28,42,0,89,.240,.324,.338,.662
47,2023,250,73,10,2,2,18,16,1,51,.292,.335,.372,.707
48,2018,15,4,1,1,0,2,0,0,4,.267,.267,.467,.734
49,2019,256,70,14,1,6,24,24,0,73,.273,.348,.406,.754
50,2020,120,31,5,0,2,14,23,0,37,.258,.388,.350,.738
51,2021,233,49,10,1,4,19,32,0,61,.210,.311,.313,.624
52,2022,358,86,17,3,4,28,42,0,89,.240,.324,.338,.662
53,2023,250,73,10,2,2,18,16,1,51,.292,.335,.372,.707
54,2018,15,4,1,1,0,2,0,0,4,.267,.267,.467,.734
