Season,Age,Pitches,Batted Balls,Barrels,Barrel %,Barrel/PA,Exit Velocity,Max EV,Launch Angle,Sweet Spot %,XBA,XSLG,WOBA,XWOBA,XWOBACON,HardHit%,K%,BB%,ERA,xERA
2015,28,1718,261,17,6.5,4.1,89.6,109.3,16.4,36.0,.238,.384,.289,.304,.390,32.2,28.2,9.3,3.84,3.80
2016,29,1016,180,7,3.9,2.8,88.8,114.1,18.7,30.0,.237,.373,.285,.300,.329,35.6,18.7,9.5,2.95,3.77
